record_id,date,city,item_name,category,veg_nonveg,street_price,app_price,price_gap,app_premium_percent,restaurant_name,platform,rating,review_count,delivery_time,collection_type
210,2025-06-20,Hyderabad,Idli,South Indian,Veg,35,75,40,116,Mehfil,Magicpin,4.1,662,26,Synthetic
211,2025-12-01,Mumbai,Vada,South Indian,Veg,34,83,49,145,Paradise,Swiggy,3.6,8563,30,Synthetic
212,2025-02-13,Chennai,Sandwich,Fast Food,Veg,114,215,101,89,Cafe Delight,Zomato,4.1,5015,25,Synthetic
213,2025-02-18,Delhi,Tea,Beverage,Veg,17,35,19,111,Cafe Delight,Zomato,3.7,2831,27,Synthetic
214,2025-01-15,Kolkata,Idli,South Indian,Veg,39,65,26,65,Urban Bites,Swiggy,4.4,5464,16,Synthetic
215,2025-12-10,Delhi,Paneer Biryani,Biryani,Veg,198,432,234,118,Mehfil,Zomato,4.8,11680,17,Synthetic
216,2025-05-08,Bangalore,Idli,South Indian,Veg,40,73,33,82,Shah Ghouse,Swiggy,4.0,10422,44,Synthetic
217,2025-02-28,Hyderabad,Pani Puri,Street Food,Veg,36,83,47,133,Tasty Corner,Magicpin,3.9,7979,38,Synthetic
218,2025-11-19,Kolkata,Veg Pulao,Rice,Veg,175,290,115,65,Street Treats,Swiggy,4.2,17799,46,Synthetic
219,2025-04-04,Hyderabad,Manchurian,Street Food,Veg,107,239,132,123,Food Junction,Zomato,4.8,4732,59,Synthetic
220,2025-05-18,Kolkata,Upma,South Indian,Veg,62,81,19,30,Spice Hub,Magicpin,4.9,6359,54,Synthetic
221,2025-09-27,Bangalore,Grilled Sandwich,Fast Food,Veg,100,140,40,40,Urban Bites,Swiggy,4.7,7648,22,Synthetic
222,2025-01-20,Bangalore,Chicken Fried Rice,Rice,Non-Veg,135,245,111,82,Tasty Corner,Magicpin,4.4,18706,36,Synthetic
223,2025-02-01,Mumbai,Pani Puri,Street Food,Veg,56,94,38,69,Pista House,Zomato,4.5,2547,38,Synthetic
224,2025-09-26,Bangalore,Masala Dosa,South Indian,Veg,95,118,23,24,Shah Ghouse,Swiggy,4.2,3410,49,Synthetic
225,2025-07-03,Delhi,Noodles,Street Food,Veg,121,186,65,54,Shah Ghouse,Swiggy,4.5,15886,15,Synthetic
226,2025-03-06,Chennai,Veg Biryani,Biryani,Veg,189,241,51,27,Tasty Corner,Magicpin,4.0,16188,58,Synthetic
227,2025-07-03,Bangalore,Veg Biryani,Biryani,Veg,160,323,164,103,Paradise,Swiggy,4.2,18827,22,Synthetic
228,2025-01-05,Mumbai,Idli,South Indian,Veg,23,43,20,88,Food Junction,Swiggy,4.5,2801,48,Synthetic
229,2025-11-21,Hyderabad,Vada,South Indian,Veg,27,49,21,78,Shah Ghouse,Magicpin,3.8,10190,39,Synthetic
230,2025-04-18,Chennai,Chicken Biryani,Biryani,Non-Veg,181,382,201,111,Urban Bites,Swiggy,4.2,87,53,Synthetic
231,2025-09-04,Mumbai,Veg Burger,Fast Food,Veg,67,89,22,32,Pista House,Magicpin,4.1,18597,29,Synthetic
232,2025-08-28,Mumbai,Chicken Burger,Fast Food,Non-Veg,104,212,107,103,Shah Ghouse,Zomato,4.3,9273,58,Synthetic
233,2025-10-18,Kolkata,Coffee,Beverage,Veg,55,68,13,24,Shah Ghouse,Zomato,4.4,7698,17,Synthetic
234,2025-01-14,Kolkata,Veg Burger,Fast Food,Veg,102,212,110,108,Mehfil,Magicpin,4.5,7725,47,Synthetic
235,2025-10-08,Chennai,Chicken Biryani,Biryani,Non-Veg,239,436,197,83,Urban Bites,Zomato,4.6,4081,33,Synthetic
236,2025-06-08,Mumbai,Plain Dosa,South Indian,Veg,50,112,61,122,Paradise,Magicpin,3.8,15225,58,Synthetic
237,2025-01-30,Mumbai,Chicken Biryani,Biryani,Non-Veg,233,499,266,114,Tasty Corner,Swiggy,4.6,7063,58,Synthetic
238,2025-12-08,Hyderabad,Fried Rice,Rice,Veg,120,294,174,145,Food Junction,Magicpin,3.8,2404,31,Synthetic
239,2025-12-08,Delhi,Veg Burger,Fast Food,Veg,84,175,91,109,Cafe Delight,Magicpin,4.3,15936,30,Synthetic
240,2025-03-25,Chennai,Sandwich,Fast Food,Veg,57,90,33,57,Shah Ghouse,Magicpin,4.0,16284,18,Synthetic
241,2025-12-22,Kolkata,Plain Dosa,South Indian,Veg,43,52,10,22,Street Treats,Swiggy,4.1,14844,26,Synthetic
242,2025-12-07,Delhi,Veg Puff,Bakery,Veg,47,91,44,92,Cafe Delight,Zomato,3.5,5592,38,Synthetic
243,2025-06-10,Hyderabad,Coffee,Beverage,Veg,38,56,17,44,Pista House,Swiggy,4.0,3790,25,Synthetic
244,2025-01-16,Delhi,Pani Puri,Street Food,Veg,28,70,41,146,Paradise,Magicpin,4.8,4383,33,Synthetic
245,2025-10-20,Hyderabad,Pani Puri,Street Food,Veg,24,48,23,95,Urban Bites,Magicpin,4.6,7200,30,Synthetic
246,2025-05-04,Kolkata,Tea,Beverage,Veg,16,34,19,119,Urban Bites,Zomato,4.4,1259,19,Synthetic
247,2025-08-13,Bangalore,Upma,South Indian,Veg,50,105,55,110,Urban Bites,Magicpin,4.2,4332,60,Synthetic
248,2025-04-10,Bangalore,Uttapam,South Indian,Veg,97,173,76,78,Tasty Corner,Magicpin,4.0,7804,31,Synthetic
249,2025-12-23,Kolkata,Veg Burger,Fast Food,Veg,70,112,42,60,Spice Hub,Swiggy,4.4,13777,48,Synthetic
250,2025-07-01,Chennai,Chicken Fried Rice,Rice,Non-Veg,190,309,119,62,Tasty Corner,Swiggy,4.5,3405,24,Synthetic
251,2025-02-17,Kolkata,Chicken Burger,Fast Food,Non-Veg,97,182,85,88,Tasty Corner,Magicpin,4.6,1609,31,Synthetic
252,2025-03-31,Delhi,Chicken Biryani,Biryani,Non-Veg,229,440,211,92,Food Junction,Swiggy,3.7,6607,54,Synthetic
253,2025-09-05,Chennai,Vada,South Indian,Veg,47,99,52,109,Pista House,Swiggy,4.6,7840,21,Synthetic
254,2025-05-14,Bangalore,Chicken Fried Rice,Rice,Non-Veg,139,297,157,113,Spice Hub,Magicpin,3.6,9330,58,Synthetic
255,2025-05-09,Delhi,Pani Puri,Street Food,Veg,51,117,66,129,Tasty Corner,Magicpin,4.4,6630,59,Synthetic
256,2025-02-21,Kolkata,Pani Puri,Street Food,Veg,50,101,51,103,Shah Ghouse,Swiggy,4.6,5128,45,Synthetic
257,2025-08-11,Delhi,Chicken Fried Rice,Rice,Non-Veg,166,294,128,77,Mehfil,Magicpin,4.1,10680,56,Synthetic
258,2025-12-22,Bangalore,Tea,Beverage,Veg,12,17,5,45,Shah Ghouse,Swiggy,4.1,17001,40,Synthetic
259,2025-07-07,Delhi,Pani Puri,Street Food,Veg,36,86,50,139,Food Junction,Swiggy,4.0,3535,33,Synthetic
260,2025-02-23,Chennai,Veg Pulao,Rice,Veg,104,258,153,147,Tasty Corner,Zomato,4.0,16142,35,Synthetic
261,2025-06-21,Delhi,Paneer Biryani,Biryani,Veg,233,464,231,99,Street Treats,Zomato,4.0,15656,42,Synthetic
262,2025-10-06,Bangalore,Uttapam,South Indian,Veg,101,223,122,121,Paradise,Magicpin,4.3,76,50,Synthetic
263,2025-12-11,Hyderabad,Fried Rice,Rice,Veg,92,171,79,86,Paradise,Zomato,4.5,7542,54,Synthetic
264,2025-09-10,Bangalore,French Fries,Fast Food,Veg,61,130,69,115,Mehfil,Zomato,4.5,17542,23,Synthetic
265,2025-10-10,Mumbai,Coffee,Beverage,Veg,39,66,27,69,Cafe Delight,Magicpin,4.1,3600,41,Synthetic
266,2025-02-19,Bangalore,Uttapam,South Indian,Veg,98,195,98,100,Shah Ghouse,Magicpin,4.3,7374,48,Synthetic
267,2025-09-30,Delhi,Momos,Street Food,Veg,78,135,57,72,Pista House,Zomato,3.9,816,43,Synthetic
268,2025-10-29,Hyderabad,Momos,Street Food,Veg,68,98,30,45,Spice Hub,Swiggy,3.7,7367,28,Synthetic
269,2025-12-20,Kolkata,Manchurian,Street Food,Veg,136,195,60,44,Urban Bites,Magicpin,4.7,15001,42,Synthetic
270,2025-10-17,Bangalore,Pani Puri,Street Food,Veg,45,61,16,35,Mehfil,Swiggy,3.8,4192,15,Synthetic
271,2025-01-03,Chennai,Idli,South Indian,Veg,42,51,9,21,Tasty Corner,Magicpin,3.8,12374,52,Synthetic
272,2025-08-07,Mumbai,Plain Dosa,South Indian,Veg,71,88,17,24,Street Treats,Zomato,4.1,19252,42,Synthetic
273,2025-12-06,Delhi,Veg Pulao,Rice,Veg,132,330,198,150,Spice Hub,Magicpin,4.7,3512,18,Synthetic
274,2025-07-12,Chennai,Noodles,Street Food,Veg,76,183,107,140,Urban Bites,Swiggy,3.7,14880,32,Synthetic
275,2025-09-03,Delhi,Uttapam,South Indian,Veg,90,222,132,147,Mehfil,Zomato,4.1,2008,27,Synthetic
276,2025-05-10,Hyderabad,Masala Dosa,South Indian,Veg,88,165,77,88,Tasty Corner,Magicpin,4.3,2879,45,Synthetic
277,2025-02-13,Delhi,French Fries,Fast Food,Veg,119,207,88,74,Cafe Delight,Magicpin,4.8,7193,19,Synthetic
278,2025-02-11,Hyderabad,Manchurian,Street Food,Veg,69,160,91,131,Street Treats,Magicpin,4.4,12887,53,Synthetic
279,2025-04-08,Bangalore,Coffee,Beverage,Veg,46,88,42,90,Tasty Corner,Magicpin,4.0,17639,59,Synthetic
280,2025-02-09,Hyderabad,Uttapam,South Indian,Veg,109,270,161,147,Paradise,Swiggy,3.5,17296,30,Synthetic
281,2025-09-13,Delhi,Chicken Fried Rice,Rice,Non-Veg,157,248,91,58,Spice Hub,Magicpin,3.5,18670,59,Synthetic
282,2025-05-22,Chennai,French Fries,Fast Food,Veg,73,161,88,121,Urban Bites,Magicpin,3.5,12245,60,Synthetic
283,2025-03-15,Bangalore,Tea,Beverage,Veg,12,23,11,89,Spice Hub,Swiggy,4.8,17899,33,Synthetic
284,2025-07-03,Delhi,Chicken Biryani,Biryani,Non-Veg,345,508,163,47,Cafe Delight,Swiggy,4.4,10251,41,Synthetic
285,2025-05-25,Kolkata,Coffee,Beverage,Veg,36,65,29,82,Food Junction,Swiggy,4.4,8725,58,Synthetic
286,2025-12-06,Chennai,Plain Dosa,South Indian,Veg,54,110,56,104,Shah Ghouse,Magicpin,3.9,14510,22,Synthetic
287,2025-01-05,Bangalore,Grilled Sandwich,Fast Food,Veg,84,117,33,39,Tasty Corner,Magicpin,4.7,1915,42,Synthetic
288,2025-01-10,Hyderabad,Sandwich,Fast Food,Veg,69,137,69,100,Paradise,Swiggy,4.4,16964,30,Synthetic
289,2025-03-18,Chennai,French Fries,Fast Food,Veg,78,103,25,32,Urban Bites,Zomato,4.8,16246,37,Synthetic
290,2025-06-22,Mumbai,French Fries,Fast Food,Veg,67,106,39,58,Urban Bites,Zomato,3.5,9178,47,Synthetic
291,2025-04-16,Chennai,Grilled Sandwich,Fast Food,Veg,145,244,99,68,Cafe Delight,Magicpin,4.7,18092,43,Synthetic
292,2025-12-01,Delhi,French Fries,Fast Food,Veg,98,191,92,94,Cafe Delight,Magicpin,4.6,18869,32,Synthetic
293,2025-12-02,Mumbai,Momos,Street Food,Veg,101,247,146,145,Food Junction,Magicpin,3.9,10917,40,Synthetic
294,2025-10-29,Mumbai,Pani Puri,Street Food,Veg,24,43,19,78,Mehfil,Zomato,4.3,14758,44,Synthetic
295,2025-03-05,Mumbai,Momos,Street Food,Veg,56,80,24,43,Spice Hub,Swiggy,4.2,11413,17,Synthetic
296,2025-09-22,Kolkata,Uttapam,South Indian,Veg,63,144,81,128,Mehfil,Zomato,3.9,13817,16,Synthetic
297,2025-05-06,Kolkata,Paneer Biryani,Biryani,Veg,236,412,176,75,Spice Hub,Swiggy,4.1,2862,30,Synthetic
298,2025-04-20,Mumbai,Chicken Biryani,Biryani,Non-Veg,244,381,137,56,Paradise,Magicpin,4.6,9020,59,Synthetic
299,2025-01-23,Hyderabad,Chicken Burger,Fast Food,Non-Veg,140,287,147,105,Mehfil,Swiggy,4.7,6178,56,Synthetic
300,2025-10-15,Hyderabad,Uttapam,South Indian,Veg,116,240,123,106,Spice Hub,Magicpin,4.3,338,51,Synthetic
301,2025-06-18,Mumbai,Upma,South Indian,Veg,55,128,72,131,Mehfil,Magicpin,3.7,3178,25,Synthetic
302,2025-10-31,Delhi,Uttapam,South Indian,Veg,69,104,36,52,Tasty Corner,Magicpin,4.6,8706,60,Synthetic
303,2025-12-15,Delhi,Idli,South Indian,Veg,37,65,28,74,Paradise,Swiggy,4.4,7134,19,Synthetic
304,2025-11-24,Mumbai,Veg Burger,Fast Food,Veg,71,146,75,107,Pista House,Swiggy,3.8,3597,36,Synthetic
305,2025-01-04,Hyderabad,Coffee,Beverage,Veg,53,103,49,92,Spice Hub,Swiggy,3.7,10224,45,Synthetic
306,2025-01-27,Delhi,Chicken Fried Rice,Rice,Non-Veg,128,200,72,56,Paradise,Zomato,4.6,5086,32,Synthetic
307,2025-07-29,Hyderabad,Paneer Biryani,Biryani,Veg,233,414,181,77,Tasty Corner,Swiggy,3.7,1275,46,Synthetic
308,2025-01-30,Bangalore,Vada,South Indian,Veg,48,113,65,137,Pista House,Swiggy,4.0,17814,36,Synthetic
309,2025-01-23,Hyderabad,Masala Dosa,South Indian,Veg,80,191,111,138,Tasty Corner,Zomato,4.6,3604,54,Synthetic
310,2025-08-17,Kolkata,Grilled Sandwich,Fast Food,Veg,139,342,204,147,Urban Bites,Zomato,4.5,5385,26,Synthetic
311,2025-09-06,Mumbai,Uttapam,South Indian,Veg,117,144,27,23,Food Junction,Swiggy,4.6,6653,29,Synthetic
312,2025-01-19,Hyderabad,Upma,South Indian,Veg,49,84,34,70,Food Junction,Zomato,3.6,11293,18,Synthetic
313,2025-09-08,Delhi,Sandwich,Fast Food,Veg,89,195,105,118,Shah Ghouse,Magicpin,4.2,4294,48,Synthetic
314,2025-07-14,Chennai,Uttapam,South Indian,Veg,107,169,62,58,Cafe Delight,Zomato,4.8,7975,46,Synthetic
315,2025-10-02,Hyderabad,Veg Pulao,Rice,Veg,141,301,159,113,Shah Ghouse,Zomato,3.9,15771,21,Synthetic
316,2025-02-08,Mumbai,Vada,South Indian,Veg,38,54,16,41,Street Treats,Magicpin,4.2,14478,29,Synthetic
317,2025-10-24,Chennai,Manchurian,Street Food,Veg,168,246,78,46,Cafe Delight,Magicpin,4.6,4267,38,Synthetic
318,2025-11-03,Chennai,Upma,South Indian,Veg,69,121,52,76,Mehfil,Magicpin,3.6,19903,55,Synthetic
319,2025-09-14,Mumbai,Paneer Biryani,Biryani,Veg,194,405,211,109,Pista House,Zomato,4.1,10698,51,Synthetic
320,2025-03-10,Hyderabad,Masala Dosa,South Indian,Veg,106,172,66,62,Pista House,Magicpin,4.2,18448,35,Synthetic
321,2025-09-24,Chennai,Idli,South Indian,Veg,60,93,34,56,Paradise,Magicpin,3.9,2811,17,Synthetic
322,2025-08-26,Chennai,Sandwich,Fast Food,Veg,104,257,153,147,Cafe Delight,Magicpin,3.5,682,24,Synthetic
323,2025-01-04,Bangalore,Upma,South Indian,Veg,52,123,70,134,Urban Bites,Magicpin,3.9,19120,59,Synthetic
324,2025-08-28,Delhi,Chicken Fried Rice,Rice,Non-Veg,209,326,117,56,Tasty Corner,Zomato,3.6,5815,39,Synthetic
325,2025-02-28,Kolkata,Noodles,Street Food,Veg,96,239,143,148,Pista House,Zomato,3.9,11571,17,Synthetic
326,2025-07-14,Delhi,Upma,South Indian,Veg,44,88,44,100,Shah Ghouse,Magicpin,4.1,10217,17,Synthetic
327,2025-02-16,Kolkata,Veg Puff,Bakery,Veg,28,66,38,139,Cafe Delight,Magicpin,4.7,7200,18,Synthetic
328,2025-04-25,Chennai,French Fries,Fast Food,Veg,114,278,163,143,Street Treats,Zomato,4.4,7910,22,Synthetic
329,2025-05-19,Chennai,Plain Dosa,South Indian,Veg,40,78,38,93,Food Junction,Magicpin,4.1,11851,38,Synthetic
330,2025-07-14,Kolkata,Chicken Biryani,Biryani,Non-Veg,277,341,64,23,Paradise,Magicpin,4.7,10345,45,Synthetic
331,2025-06-23,Bangalore,Veg Pulao,Rice,Veg,142,256,114,80,Urban Bites,Magicpin,4.6,6999,24,Synthetic
332,2025-09-03,Hyderabad,Noodles,Street Food,Veg,63,77,15,23,Food Junction,Magicpin,4.3,8367,21,Synthetic
333,2025-02-09,Bangalore,Pizza Slice,Fast Food,Veg,165,325,160,97,Paradise,Magicpin,4.4,19813,54,Synthetic
334,2025-10-15,Mumbai,Sandwich,Fast Food,Veg,117,230,113,97,Shah Ghouse,Magicpin,3.9,13158,39,Synthetic
335,2025-11-12,Mumbai,French Fries,Fast Food,Veg,67,88,21,31,Mehfil,Magicpin,4.5,11366,48,Synthetic
336,2025-12-21,Delhi,Pizza Slice,Fast Food,Veg,136,255,119,88,Urban Bites,Zomato,4.3,5704,24,Synthetic
337,2025-03-31,Hyderabad,Veg Biryani,Biryani,Veg,165,359,194,118,Paradise,Zomato,3.9,8888,57,Synthetic
338,2025-01-11,Mumbai,Fried Rice,Rice,Veg,179,279,100,56,Paradise,Zomato,4.0,13216,39,Synthetic
339,2025-05-10,Kolkata,Chicken Burger,Fast Food,Non-Veg,155,264,109,70,Street Treats,Swiggy,3.9,17767,32,Synthetic
340,2025-07-21,Mumbai,Manchurian,Street Food,Veg,86,148,62,73,Cafe Delight,Swiggy,4.4,10056,39,Synthetic
341,2025-03-20,Hyderabad,Chicken Biryani,Biryani,Non-Veg,244,587,343,140,Mehfil,Zomato,3.5,7681,58,Synthetic
342,2025-11-20,Chennai,Sandwich,Fast Food,Veg,74,126,52,69,Paradise,Swiggy,4.9,6388,46,Synthetic
343,2025-07-13,Mumbai,Grilled Sandwich,Fast Food,Veg,145,322,177,121,Tasty Corner,Zomato,4.2,2974,59,Synthetic
344,2025-04-09,Kolkata,Paneer Biryani,Biryani,Veg,202,337,135,67,Street Treats,Magicpin,4.2,8858,30,Synthetic
345,2025-10-17,Chennai,Masala Dosa,South Indian,Veg,71,122,51,72,Urban Bites,Swiggy,4.6,3039,40,Synthetic
346,2025-09-28,Bangalore,Noodles,Street Food,Veg,60,111,51,86,Street Treats,Zomato,4.6,6239,45,Synthetic
347,2025-10-25,Kolkata,Veg Puff,Bakery,Veg,33,41,8,24,Tasty Corner,Zomato,3.9,2083,35,Synthetic
348,2025-03-23,Bangalore,French Fries,Fast Food,Veg,115,220,105,92,Street Treats,Zomato,3.6,10363,41,Synthetic
349,2025-11-27,Mumbai,Chicken Fried Rice,Rice,Non-Veg,131,215,84,64,Food Junction,Swiggy,4.7,5699,49,Synthetic
350,2025-07-10,Kolkata,Upma,South Indian,Veg,67,156,89,134,Spice Hub,Zomato,4.7,18712,23,Synthetic
351,2025-11-26,Delhi,Manchurian,Street Food,Veg,79,100,22,27,Cafe Delight,Swiggy,3.8,17153,38,Synthetic
352,2025-07-02,Mumbai,Coffee,Beverage,Veg,30,51,21,72,Spice Hub,Zomato,3.9,11693,53,Synthetic
353,2025-12-26,Delhi,Tea,Beverage,Veg,20,33,13,65,Shah Ghouse,Swiggy,4.3,6144,26,Synthetic
354,2025-01-18,Hyderabad,Chicken Fried Rice,Rice,Non-Veg,168,276,109,65,Pista House,Zomato,4.6,12234,51,Synthetic
355,2025-05-08,Mumbai,Chicken Biryani,Biryani,Non-Veg,204,492,288,141,Mehfil,Magicpin,3.7,4389,16,Synthetic
356,2025-03-11,Bangalore,Chicken Biryani,Biryani,Non-Veg,211,346,135,64,Street Treats,Swiggy,3.7,12940,19,Synthetic
357,2025-07-10,Mumbai,Plain Dosa,South Indian,Veg,52,71,19,37,Street Treats,Magicpin,4.5,18582,47,Synthetic
358,2025-04-26,Hyderabad,Plain Dosa,South Indian,Veg,69,115,46,68,Street Treats,Magicpin,4.7,18812,54,Synthetic
359,2025-04-18,Kolkata,Pani Puri,Street Food,Veg,56,123,67,121,Urban Bites,Zomato,4.8,4369,29,Synthetic
360,2025-06-06,Hyderabad,Veg Burger,Fast Food,Veg,98,193,94,96,Spice Hub,Swiggy,4.1,2216,17,Synthetic
361,2025-11-02,Chennai,Upma,South Indian,Veg,63,93,30,48,Food Junction,Zomato,4.2,17037,24,Synthetic
362,2025-09-15,Chennai,Grilled Sandwich,Fast Food,Veg,141,170,29,20,Food Junction,Swiggy,4.8,13560,42,Synthetic
363,2025-12-19,Hyderabad,Chicken Burger,Fast Food,Non-Veg,151,215,64,42,Tasty Corner,Magicpin,4.2,5358,44,Synthetic
364,2025-02-18,Bangalore,Pani Puri,Street Food,Veg,22,32,10,48,Cafe Delight,Zomato,4.8,7602,28,Synthetic
365,2025-12-09,Kolkata,Grilled Sandwich,Fast Food,Veg,97,151,54,56,Shah Ghouse,Magicpin,4.6,11633,33,Synthetic
366,2025-04-06,Chennai,Grilled Sandwich,Fast Food,Veg,94,203,109,115,Pista House,Swiggy,4.2,15309,19,Synthetic
367,2025-08-11,Bangalore,Fried Rice,Rice,Veg,95,133,39,41,Food Junction,Zomato,4.3,4340,22,Synthetic
368,2025-03-16,Bangalore,Veg Biryani,Biryani,Veg,194,287,94,48,Pista House,Magicpin,4.6,7876,23,Synthetic
369,2025-04-27,Bangalore,Masala Dosa,South Indian,Veg,84,146,63,75,Shah Ghouse,Magicpin,4.5,19843,25,Synthetic
370,2025-10-18,Bangalore,Veg Biryani,Biryani,Veg,175,294,120,69,Street Treats,Swiggy,4.8,11382,56,Synthetic
371,2025-07-17,Hyderabad,Vada,South Indian,Veg,34,79,45,132,Shah Ghouse,Swiggy,3.8,17192,41,Synthetic
372,2025-01-11,Kolkata,Fried Rice,Rice,Veg,107,167,59,55,Mehfil,Swiggy,4.3,11207,27,Synthetic
373,2025-04-18,Delhi,Upma,South Indian,Veg,69,142,74,107,Pista House,Magicpin,4.3,594,39,Synthetic
374,2025-11-09,Hyderabad,Plain Dosa,South Indian,Veg,49,64,15,30,Tasty Corner,Magicpin,3.5,17312,58,Synthetic
375,2025-06-09,Hyderabad,Upma,South Indian,Veg,38,64,26,69,Pista House,Swiggy,3.6,1502,59,Synthetic
376,2025-10-23,Kolkata,Veg Puff,Bakery,Veg,27,35,9,32,Urban Bites,Swiggy,4.3,9606,29,Synthetic
377,2025-08-03,Mumbai,Pani Puri,Street Food,Veg,47,102,55,117,Paradise,Magicpin,3.7,5836,32,Synthetic
378,2025-06-25,Mumbai,Noodles,Street Food,Veg,134,243,109,81,Urban Bites,Magicpin,3.8,12217,59,Synthetic
379,2025-01-23,Hyderabad,Uttapam,South Indian,Veg,82,194,112,136,Cafe Delight,Magicpin,4.7,6960,40,Synthetic
380,2025-01-29,Hyderabad,Vada,South Indian,Veg,36,49,13,35,Tasty Corner,Zomato,4.0,13640,45,Synthetic
381,2025-09-26,Delhi,Veg Biryani,Biryani,Veg,209,406,197,94,Urban Bites,Zomato,3.7,2646,42,Synthetic
382,2025-05-15,Delhi,Chicken Biryani,Biryani,Non-Veg,255,578,323,126,Cafe Delight,Magicpin,3.7,11151,31,Synthetic
383,2025-11-21,Bangalore,Manchurian,Street Food,Veg,146,332,186,128,Mehfil,Swiggy,3.7,13576,19,Synthetic
384,2025-04-19,Mumbai,Chicken Burger,Fast Food,Non-Veg,144,358,215,149,Food Junction,Zomato,4.4,13151,17,Synthetic
385,2025-07-25,Delhi,Veg Burger,Fast Food,Veg,116,245,128,110,Tasty Corner,Zomato,3.5,14761,54,Synthetic
386,2025-12-13,Hyderabad,Sandwich,Fast Food,Veg,81,119,38,47,Cafe Delight,Swiggy,3.7,5164,20,Synthetic
387,2025-12-26,Delhi,Noodles,Street Food,Veg,100,168,68,68,Shah Ghouse,Swiggy,4.6,14262,23,Synthetic
388,2025-09-16,Kolkata,Pani Puri,Street Food,Veg,41,77,36,87,Food Junction,Magicpin,4.7,17456,55,Synthetic
389,2025-04-07,Chennai,Upma,South Indian,Veg,33,52,19,56,Paradise,Magicpin,3.6,5515,38,Synthetic
390,2025-05-18,Kolkata,Uttapam,South Indian,Veg,77,111,34,44,Shah Ghouse,Magicpin,4.6,13365,48,Synthetic
391,2025-03-19,Delhi,Pani Puri,Street Food,Veg,23,34,11,49,Cafe Delight,Zomato,4.5,13996,38,Synthetic
392,2025-08-28,Delhi,Veg Burger,Fast Food,Veg,77,184,107,139,Food Junction,Swiggy,4.7,12047,37,Synthetic
393,2025-02-01,Kolkata,Veg Biryani,Biryani,Veg,237,581,344,145,Food Junction,Swiggy,4.4,1821,59,Synthetic
394,2025-12-13,Mumbai,Idli,South Indian,Veg,51,62,11,22,Food Junction,Swiggy,4.8,16069,57,Synthetic
395,2025-08-03,Mumbai,Chicken Burger,Fast Food,Non-Veg,194,461,267,137,Street Treats,Magicpin,4.7,19182,31,Synthetic
396,2025-06-25,Kolkata,Plain Dosa,South Indian,Veg,38,88,50,132,Urban Bites,Zomato,4.7,1246,60,Synthetic
397,2025-02-05,Delhi,Veg Burger,Fast Food,Veg,64,112,47,73,Tasty Corner,Zomato,4.2,378,36,Synthetic
398,2025-04-13,Chennai,Fried Rice,Rice,Veg,161,267,106,66,Shah Ghouse,Zomato,4.5,11372,39,Synthetic
399,2025-10-26,Bangalore,Tea,Beverage,Veg,23,34,11,48,Urban Bites,Zomato,4.3,9577,16,Synthetic
400,2025-06-12,Delhi,Veg Burger,Fast Food,Veg,110,191,81,73,Urban Bites,Swiggy,4.1,4269,35,Synthetic
401,2025-09-22,Chennai,Grilled Sandwich,Fast Food,Veg,109,137,28,26,Shah Ghouse,Magicpin,3.6,2688,19,Synthetic
402,2025-01-16,Hyderabad,Chicken Burger,Fast Food,Non-Veg,117,253,136,117,Tasty Corner,Swiggy,4.5,7215,36,Synthetic
403,2025-05-05,Mumbai,Fried Rice,Rice,Veg,93,164,71,77,Paradise,Swiggy,4.6,12412,30,Synthetic
404,2025-05-17,Bangalore,Upma,South Indian,Veg,59,108,49,83,Tasty Corner,Swiggy,4.5,4833,17,Synthetic
405,2025-11-17,Chennai,Tea,Beverage,Veg,24,47,24,100,Spice Hub,Swiggy,4.4,3226,54,Synthetic
406,2025-07-20,Delhi,Veg Pulao,Rice,Veg,152,312,160,105,Pista House,Zomato,4.5,1920,20,Synthetic
407,2025-10-04,Hyderabad,Coffee,Beverage,Veg,51,86,35,70,Paradise,Zomato,3.6,15613,31,Synthetic
408,2025-11-13,Bangalore,Paneer Biryani,Biryani,Veg,190,253,63,33,Shah Ghouse,Magicpin,3.6,8002,19,Synthetic
409,2025-08-28,Chennai,French Fries,Fast Food,Veg,57,83,26,46,Street Treats,Swiggy,3.6,2251,19,Synthetic
410,2025-08-07,Delhi,Tea,Beverage,Veg,24,34,10,41,Pista House,Swiggy,3.5,18996,37,Synthetic
411,2025-12-18,Hyderabad,Tea,Beverage,Veg,13,27,14,106,Tasty Corner,Magicpin,4.6,556,59,Synthetic
412,2025-04-14,Delhi,Pani Puri,Street Food,Veg,29,49,20,67,Spice Hub,Swiggy,4.2,18211,24,Synthetic
413,2025-02-23,Kolkata,Masala Dosa,South Indian,Veg,111,169,57,52,Spice Hub,Swiggy,4.6,389,40,Synthetic
414,2025-10-09,Kolkata,Grilled Sandwich,Fast Food,Veg,154,226,73,47,Tasty Corner,Magicpin,4.4,12260,53,Synthetic
415,2025-03-15,Kolkata,Veg Biryani,Biryani,Veg,164,243,79,48,Paradise,Zomato,3.6,2679,56,Synthetic
416,2025-08-14,Delhi,Chicken Biryani,Biryani,Non-Veg,260,648,388,150,Food Junction,Swiggy,4.8,16338,27,Synthetic
417,2025-05-13,Mumbai,Noodles,Street Food,Veg,146,348,202,138,Paradise,Magicpin,4.2,17605,52,Synthetic
418,2025-03-06,Chennai,Chicken Biryani,Biryani,Non-Veg,319,678,359,113,Urban Bites,Swiggy,3.9,10572,18,Synthetic
