record_id,date,city,item_name,category,veg_nonveg,street_price,app_price,price_gap,app_premium_percent,restaurant_name,platform,rating
252,2025-03-31,Delhi,Chicken Biryani,Biryani,Non-Veg,229,440,211,92,Food Junction,Swiggy,3.7
253,2025-09-05,Chennai,Vada,South Indian,Veg,47,99,52,109,Pista House,Swiggy,4.6
254,2025-05-14,Bangalore,Chicken Fried Rice,Rice,Non-Veg,139,297,157,113,Spice Hub,Magicpin,3.6
255,2025-05-09,Delhi,Pani Puri,Street Food,Veg,51,117,66,129,Tasty Corner,Magicpin,4.4
256,2025-02-21,Kolkata,Pani Puri,Street Food,Veg,50,101,51,103,Shah Ghouse,Swiggy,4.6
257,2025-08-11,Delhi,Chicken Fried Rice,Rice,Non-Veg,166,294,128,77,Mehfil,Magicpin,4.1
258,2025-12-22,Bangalore,Tea,Beverage,Veg,12,17,5,45,Shah Ghouse,Swiggy,4.1
259,2025-07-07,Delhi,Pani Puri,Street Food,Veg,36,86,50,139,Food Junction,Swiggy,4.0
260,2025-02-23,Chennai,Veg Pulao,Rice,Veg,104,258,153,147,Tasty Corner,Zomato,4.0
261,2025-06-21,Delhi,Paneer Biryani,Biryani,Veg,233,464,231,99,Street Treats,Zomato,4.0
262,2025-10-06,Bangalore,Uttapam,South Indian,Veg,101,223,122,121,Paradise,Magicpin,4.3
263,2025-12-11,Hyderabad,Fried Rice,Rice,Veg,92,171,79,86,Paradise,Zomato,4.5
264,2025-09-10,Bangalore,French Fries,Fast Food,Veg,61,130,69,115,Mehfil,Zomato,4.5
265,2025-10-10,Mumbai,Coffee,Beverage,Veg,39,66,27,69,Cafe Delight,Magicpin,4.1
266,2025-02-19,Bangalore,Uttapam,South Indian,Veg,98,195,98,100,Shah Ghouse,Magicpin,4.3
267,2025-09-30,Delhi,Momos,Street Food,Veg,78,135,57,72,Pista House,Zomato,3.9
268,2025-10-29,Hyderabad,Momos,Street Food,Veg,68,98,30,45,Spice Hub,Swiggy,3.7
269,2025-12-20,Kolkata,Manchurian,Street Food,Veg,136,195,60,44,Urban Bites,Magicpin,4.7
270,2025-10-17,Bangalore,Pani Puri,Street Food,Veg,45,61,16,35,Mehfil,Swiggy,3.8
271,2025-01-03,Chennai,Idli,South Indian,Veg,42,51,9,21,Tasty Corner,Magicpin,3.8
272,2025-08-07,Mumbai,Plain Dosa,South Indian,Veg,71,88,17,24,Street Treats,Zomato,4.1
273,2025-12-06,Delhi,Veg Pulao,Rice,Veg,132,330,198,150,Spice Hub,Magicpin,4.7
274,2025-07-12,Chennai,Noodles,Street Food,Veg,76,183,107,140,Urban Bites,Swiggy,3.7
275,2025-09-03,Delhi,Uttapam,South Indian,Veg,90,222,132,147,Mehfil,Zomato,4.1
276,2025-05-10,Hyderabad,Masala Dosa,South Indian,Veg,88,165,77,88,Tasty Corner,Magicpin,4.3
277,2025-02-13,Delhi,French Fries,Fast Food,Veg,119,207,88,74,Cafe Delight,Magicpin,4.8
278,2025-02-11,Hyderabad,Manchurian,Street Food,Veg,69,160,91,131,Street Treats,Magicpin,4.4
279,2025-04-08,Bangalore,Coffee,Beverage,Veg,46,88,42,90,Tasty Corner,Magicpin,4.0
280,2025-02-09,Hyderabad,Uttapam,South Indian,Veg,109,270,161,147,Paradise,Swiggy,3.5
281,2025-09-13,Delhi,Chicken Fried Rice,Rice,Non-Veg,157,248,91,58,Spice Hub,Magicpin,3.5
282,2025-05-22,Chennai,French Fries,Fast Food,Veg,73,161,88,121,Urban Bites,Magicpin,3.5
283,2025-03-15,Bangalore,Tea,Beverage,Veg,12,23,11,89,Spice Hub,Swiggy,4.8
284,2025-07-03,Delhi,Chicken Biryani,Biryani,Non-Veg,345,508,163,47,Cafe Delight,Swiggy,4.4
285,2025-05-25,Kolkata,Coffee,Beverage,Veg,36,65,29,82,Food Junction,Swiggy,4.4
286,2025-12-06,Chennai,Plain Dosa,South Indian,Veg,54,110,56,104,Shah Ghouse,Magicpin,3.9
287,2025-01-05,Bangalore,Grilled Sandwich,Fast Food,Veg,84,117,33,39,Tasty Corner,Magicpin,4.7
288,2025-01-10,Hyderabad,Sandwich,Fast Food,Veg,69,137,69,100,Paradise,Swiggy,4.4
289,2025-03-18,Chennai,French Fries,Fast Food,Veg,78,103,25,32,Urban Bites,Zomato,4.8
290,2025-06-22,Mumbai,French Fries,Fast Food,Veg,67,106,39,58,Urban Bites,Zomato,3.5
291,2025-04-16,Chennai,Grilled Sandwich,Fast Food,Veg,145,244,99,68,Cafe Delight,Magicpin,4.7
292,2025-12-01,Delhi,French Fries,Fast Food,Veg,98,191,92,94,Cafe Delight,Magicpin,4.6
293,2025-12-02,Mumbai,Momos,Street Food,Veg,101,247,146,145,Food Junction,Magicpin,3.9
294,2025-10-29,Mumbai,Pani Puri,Street Food,Veg,24,43,19,78,Mehfil,Zomato,4.3
295,2025-03-05,Mumbai,Momos,Street Food,Veg,56,80,24,43,Spice Hub,Swiggy,4.2
296,2025-09-22,Kolkata,Uttapam,South Indian,Veg,63,144,81,128,Mehfil,Zomato,3.9
297,2025-05-06,Kolkata,Paneer Biryani,Biryani,Veg,236,412,176,75,Spice Hub,Swiggy,4.1
298,2025-04-20,Mumbai,Chicken Biryani,Biryani,Non-Veg,244,381,137,56,Paradise,Magicpin,4.6
299,2025-01-23,Hyderabad,Chicken Burger,Fast Food,Non-Veg,140,287,147,105,Mehfil,Swiggy,4.7
300,2025-10-15,Hyderabad,Uttapam,South Indian,Veg,116,240,123,106,Spice Hub,Magicpin,4.3
301,2025-06-18,Mumbai,Upma,South Indian,Veg,55,128,72,131,Mehfil,Magicpin,3.7
302,2025-10-31,Delhi,Uttapam,South Indian,Veg,69,104,36,52,Tasty Corner,Magicpin,4.6
303,2025-12-15,Delhi,Idli,South Indian,Veg,37,65,28,74,Paradise,Swiggy,4.4
304,2025-11-24,Mumbai,Veg Burger,Fast Food,Veg,71,146,75,107,Pista House,Swiggy,3.8
305,2025-01-04,Hyderabad,Coffee,Beverage,Veg,53,103,49,92,Spice Hub,Swiggy,3.7
306,2025-01-27,Delhi,Chicken Fried Rice,Rice,Non-Veg,128,200,72,56,Paradise,Zomato,4.6
307,2025-07-29,Hyderabad,Paneer Biryani,Biryani,Veg,233,414,181,77,Tasty Corner,Swiggy,3.7
308,2025-01-30,Bangalore,Vada,South Indian,Veg,48,113,65,137,Pista House,Swiggy,4.0
309,2025-01-23,Hyderabad,Masala Dosa,South Indian,Veg,80,191,111,138,Tasty Corner,Zomato,4.6
310,2025-08-17,Kolkata,Grilled Sandwich,Fast Food,Veg,139,342,204,147,Urban Bites,Zomato,4.5
311,2025-09-06,Mumbai,Uttapam,South Indian,Veg,117,144,27,23,Food Junction,Swiggy,4.6
312,2025-01-19,Hyderabad,Upma,South Indian,Veg,49,84,34,70,Food Junction,Zomato,3.6
313,2025-09-08,Delhi,Sandwich,Fast Food,Veg,89,195,105,118,Shah Ghouse,Magicpin,4.2
314,2025-07-14,Chennai,Uttapam,South Indian,Veg,107,169,62,58,Cafe Delight,Zomato,4.8
315,2025-10-02,Hyderabad,Veg Pulao,Rice,Veg,141,301,159,113,Shah Ghouse,Zomato,3.9
316,2025-02-08,Mumbai,Vada,South Indian,Veg,38,54,16,41,Street Treats,Magicpin,4.2
317,2025-10-24,Chennai,Manchurian,Street Food,Veg,168,246,78,46,Cafe Delight,Magicpin,4.6
318,2025-11-03,Chennai,Upma,South Indian,Veg,69,121,52,76,Mehfil,Magicpin,3.6
319,2025-09-14,Mumbai,Paneer Biryani,Biryani,Veg,194,405,211,109,Pista House,Zomato,4.1
320,2025-03-10,Hyderabad,Masala Dosa,South Indian,Veg,106,172,66,62,Pista House,Magicpin,4.2
321,2025-09-24,Chennai,Idli,South Indian,Veg,60,93,34,56,Paradise,Magicpin,3.9
322,2025-08-26,Chennai,Sandwich,Fast Food,Veg,104,257,153,147,Cafe Delight,Magicpin,3.5
323,2025-01-04,Bangalore,Upma,South Indian,Veg,52,123,70,134,Urban Bites,Magicpin,3.9
324,2025-08-28,Delhi,Chicken Fried Rice,Rice,Non-Veg,209,326,117,56,Tasty Corner,Zomato,3.6
325,2025-02-28,Kolkata,Noodles,Street Food,Veg,96,239,143,148,Pista House,Zomato,3.9
326,2025-07-14,Delhi,Upma,South Indian,Veg,44,88,44,100,Shah Ghouse,Magicpin,4.1
327,2025-02-16,Kolkata,Veg Puff,Bakery,Veg,28,66,38,139,Cafe Delight,Magicpin,4.7
328,2025-04-25,Chennai,French Fries,Fast Food,Veg,114,278,163,143,Street Treats,Zomato,4.4
329,2025-05-19,Chennai,Plain Dosa,South Indian,Veg,40,78,38,93,Food Junction,Magicpin,4.1
330,2025-07-14,Kolkata,Chicken Biryani,Biryani,Non-Veg,277,341,64,23,Paradise,Magicpin,4.7
331,2025-06-23,Bangalore,Veg Pulao,Rice,Veg,142,256,114,80,Urban Bites,Magicpin,4.6
332,2025-09-03,Hyderabad,Noodles,Street Food,Veg,63,77,15,23,Food Junction,Magicpin,4.3
333,2025-02-09,Bangalore,Pizza Slice,Fast Food,Veg,165,325,160,97,Paradise,Magicpin,4.4
334,2025-10-15,Mumbai,Sandwich,Fast Food,Veg,117,230,113,97,Shah Ghouse,Magicpin,3.9
335,2025-11-12,Mumbai,French Fries,Fast Food,Veg,67,88,21,31,Mehfil,Magicpin,4.5
336,2025-12-21,Delhi,Pizza Slice,Fast Food,Veg,136,255,119,88,Urban Bites,Zomato,4.3
337,2025-03-31,Hyderabad,Veg Biryani,Biryani,Veg,165,359,194,118,Paradise,Zomato,3.9
338,2025-01-11,Mumbai,Fried Rice,Rice,Veg,179,279,100,56,Paradise,Zomato,4.0
339,2025-05-10,Kolkata,Chicken Burger,Fast Food,Non-Veg,155,264,109,70,Street Treats,Swiggy,3.9
340,2025-07-21,Mumbai,Manchurian,Street Food,Veg,86,148,62,73,Cafe Delight,Swiggy,4.4
341,2025-03-20,Hyderabad,Chicken Biryani,Biryani,Non-Veg,244,587,343,140,Mehfil,Zomato,3.5
342,2025-11-20,Chennai,Sandwich,Fast Food,Veg,74,126,52,69,Paradise,Swiggy,4.9
343,2025-07-13,Mumbai,Grilled Sandwich,Fast Food,Veg,145,322,177,121,Tasty Corner,Zomato,4.2
344,2025-04-09,Kolkata,Paneer Biryani,Biryani,Veg,202,337,135,67,Street Treats,Magicpin,4.2
345,2025-10-17,Chennai,Masala Dosa,South Indian,Veg,71,122,51,72,Urban Bites,Swiggy,4.6
346,2025-09-28,Bangalore,Noodles,Street Food,Veg,60,111,51,86,Street Treats,Zomato,4.6
347,2025-10-25,Kolkata,Veg Puff,Bakery,Veg,33,41,8,24,Tasty Corner,Zomato,3.9
348,2025-03-23,Bangalore,French Fries,Fast Food,Veg,115,220,105,92,Street Treats,Zomato,3.6
349,2025-11-27,Mumbai,Chicken Fried Rice,Rice,Non-Veg,131,215,84,64,Food Junction,Swiggy,4.7
350,2025-07-10,Kolkata,Upma,South Indian,Veg,67,156,89,134,Spice Hub,Zomato,4.7
351,2025-11-26,Delhi,Manchurian,Street Food,Veg,79,100,22,27,Cafe Delight,Swiggy,3.8
352,2025-07-02,Mumbai,Coffee,Beverage,Veg,30,51,21,72,Spice Hub,Zomato,3.9
353,2025-12-26,Delhi,Tea,Beverage,Veg,20,33,13,65,Shah Ghouse,Swiggy,4.3
354,2025-01-18,Hyderabad,Chicken Fried Rice,Rice,Non-Veg,168,276,109,65,Pista House,Zomato,4.6
355,2025-05-08,Mumbai,Chicken Biryani,Biryani,Non-Veg,204,492,288,141,Mehfil,Magicpin,3.7
356,2025-03-11,Bangalore,Chicken Biryani,Biryani,Non-Veg,211,346,135,64,Street Treats,Swiggy,3.7
357,2025-07-10,Mumbai,Plain Dosa,South Indian,Veg,52,71,19,37,Street Treats,Magicpin,4.5
358,2025-04-26,Hyderabad,Plain Dosa,South Indian,Veg,69,115,46,68,Street Treats,Magicpin,4.7
359,2025-04-18,Kolkata,Pani Puri,Street Food,Veg,56,123,67,121,Urban Bites,Zomato,4.8
360,2025-06-06,Hyderabad,Veg Burger,Fast Food,Veg,98,193,94,96,Spice Hub,Swiggy,4.1
361,2025-11-02,Chennai,Upma,South Indian,Veg,63,93,30,48,Food Junction,Zomato,4.2
362,2025-09-15,Chennai,Grilled Sandwich,Fast Food,Veg,141,170,29,20,Food Junction,Swiggy,4.8
363,2025-12-19,Hyderabad,Chicken Burger,Fast Food,Non-Veg,151,215,64,42,Tasty Corner,Magicpin,4.2
364,2025-02-18,Bangalore,Pani Puri,Street Food,Veg,22,32,10,48,Cafe Delight,Zomato,4.8
365,2025-12-09,Kolkata,Grilled Sandwich,Fast Food,Veg,97,151,54,56,Shah Ghouse,Magicpin,4.6
366,2025-04-06,Chennai,Grilled Sandwich,Fast Food,Veg,94,203,109,115,Pista House,Swiggy,4.2
367,2025-08-11,Bangalore,Fried Rice,Rice,Veg,95,133,39,41,Food Junction,Zomato,4.3
368,2025-03-16,Bangalore,Veg Biryani,Biryani,Veg,194,287,94,48,Pista House,Magicpin,4.6
369,2025-04-27,Bangalore,Masala Dosa,South Indian,Veg,84,146,63,75,Shah Ghouse,Magicpin,4.5
370,2025-10-18,Bangalore,Veg Biryani,Biryani,Veg,175,294,120,69,Street Treats,Swiggy,4.8
371,2025-07-17,Hyderabad,Vada,South Indian,Veg,34,79,45,132,Shah Ghouse,Swiggy,3.8
372,2025-01-11,Kolkata,Fried Rice,Rice,Veg,107,167,59,55,Mehfil,Swiggy,4.3
373,2025-04-18,Delhi,Upma,South Indian,Veg,69,142,74,107,Pista House,Magicpin,4.3
374,2025-11-09,Hyderabad,Plain Dosa,South Indian,Veg,49,64,15,30,Tasty Corner,Magicpin,3.5
375,2025-06-09,Hyderabad,Upma,South Indian,Veg,38,64,26,69,Pista House,Swiggy,3.6
376,2025-10-23,Kolkata,Veg Puff,Bakery,Veg,27,35,9,32,Urban Bites,Swiggy,4.3
377,2025-08-03,Mumbai,Pani Puri,Street Food,Veg,47,102,55,117,Paradise,Magicpin,3.7
378,2025-06-25,Mumbai,Noodles,Street Food,Veg,134,243,109,81,Urban Bites,Magicpin,3.8
379,2025-01-23,Hyderabad,Uttapam,South Indian,Veg,82,194,112,136,Cafe Delight,Magicpin,4.7
380,2025-01-29,Hyderabad,Vada,South Indian,Veg,36,49,13,35,Tasty Corner,Zomato,4.0
381,2025-09-26,Delhi,Veg Biryani,Biryani,Veg,209,406,197,94,Urban Bites,Zomato,3.7
382,2025-05-15,Delhi,Chicken Biryani,Biryani,Non-Veg,255,578,323,126,Cafe Delight,Magicpin,3.7
383,2025-11-21,Bangalore,Manchurian,Street Food,Veg,146,332,186,128,Mehfil,Swiggy,3.7
384,2025-04-19,Mumbai,Chicken Burger,Fast Food,Non-Veg,144,358,215,149,Food Junction,Zomato,4.4
385,2025-07-25,Delhi,Veg Burger,Fast Food,Veg,116,245,128,110,Tasty Corner,Zomato,3.5
386,2025-12-13,Hyderabad,Sandwich,Fast Food,Veg,81,119,38,47,Cafe Delight,Swiggy,3.7
387,2025-12-26,Delhi,Noodles,Street Food,Veg,100,168,68,68,Shah Ghouse,Swiggy,4.6
388,2025-09-16,Kolkata,Pani Puri,Street Food,Veg,41,77,36,87,Food Junction,Magicpin,4.7
389,2025-04-07,Chennai,Upma,South Indian,Veg,33,52,19,56,Paradise,Magicpin,3.6
390,2025-05-18,Kolkata,Uttapam,South Indian,Veg,77,111,34,44,Shah Ghouse,Magicpin,4.6
391,2025-03-19,Delhi,Pani Puri,Street Food,Veg,23,34,11,49,Cafe Delight,Zomato,4.5
392,2025-08-28,Delhi,Veg Burger,Fast Food,Veg,77,184,107,139,Food Junction,Swiggy,4.7
393,2025-02-01,Kolkata,Veg Biryani,Biryani,Veg,237,581,344,145,Food Junction,Swiggy,4.4
394,2025-12-13,Mumbai,Idli,South Indian,Veg,51,62,11,22,Food Junction,Swiggy,4.8
395,2025-08-03,Mumbai,Chicken Burger,Fast Food,Non-Veg,194,461,267,137,Street Treats,Magicpin,4.7
396,2025-06-25,Kolkata,Plain Dosa,South Indian,Veg,38,88,50,132,Urban Bites,Zomato,4.7
397,2025-02-05,Delhi,Veg Burger,Fast Food,Veg,64,112,47,73,Tasty Corner,Zomato,4.2
398,2025-04-13,Chennai,Fried Rice,Rice,Veg,161,267,106,66,Shah Ghouse,Zomato,4.5
399,2025-10-26,Bangalore,Tea,Beverage,Veg,23,34,11,48,Urban Bites,Zomato,4.3
400,2025-06-12,Delhi,Veg Burger,Fast Food,Veg,110,191,81,73,Urban Bites,Swiggy,4.1
401,2025-09-22,Chennai,Grilled Sandwich,Fast Food,Veg,109,137,28,26,Shah Ghouse,Magicpin,3.6
402,2025-01-16,Hyderabad,Chicken Burger,Fast Food,Non-Veg,117,253,136,117,Tasty Corner,Swiggy,4.5
403,2025-05-05,Mumbai,Fried Rice,Rice,Veg,93,164,71,77,Paradise,Swiggy,4.6
404,2025-05-17,Bangalore,Upma,South Indian,Veg,59,108,49,83,Tasty Corner,Swiggy,4.5
405,2025-11-17,Chennai,Tea,Beverage,Veg,24,47,24,100,Spice Hub,Swiggy,4.4
406,2025-07-20,Delhi,Veg Pulao,Rice,Veg,152,312,160,105,Pista House,Zomato,4.5
407,2025-10-04,Hyderabad,Coffee,Beverage,Veg,51,86,35,70,Paradise,Zomato,3.6
408,2025-11-13,Bangalore,Paneer Biryani,Biryani,Veg,190,253,63,33,Shah Ghouse,Magicpin,3.6
409,2025-08-28,Chennai,French Fries,Fast Food,Veg,57,83,26,46,Street Treats,Swiggy,3.6
410,2025-08-07,Delhi,Tea,Beverage,Veg,24,34,10,41,Pista House,Swiggy,3.5
411,2025-12-18,Hyderabad,Tea,Beverage,Veg,13,27,14,106,Tasty Corner,Magicpin,4.6
412,2025-04-14,Delhi,Pani Puri,Street Food,Veg,29,49,20,67,Spice Hub,Swiggy,4.2
413,2025-02-23,Kolkata,Masala Dosa,South Indian,Veg,111,169,57,52,Spice Hub,Swiggy,4.6
414,2025-10-09,Kolkata,Grilled Sandwich,Fast Food,Veg,154,226,73,47,Tasty Corner,Magicpin,4.4
415,2025-03-15,Kolkata,Veg Biryani,Biryani,Veg,164,243,79,48,Paradise,Zomato,3.6
416,2025-08-14,Delhi,Chicken Biryani,Biryani,Non-Veg,260,648,388,150,Food Junction,Swiggy,4.8
417,2025-05-13,Mumbai,Noodles,Street Food,Veg,146,348,202,138,Paradise,Magicpin,4.2
418,2025-03-06,Chennai,Chicken Biryani,Biryani,Non-Veg,319,678,359,113,Urban Bites,Swiggy,3.9
419,2025-02-09,Kolkata,Chicken Biryani,Biryani,Non-Veg,185,415,229,124,Street Treats,Magicpin,3.6
420,2025-07-12,Bangalore,Tea,Beverage,Veg,23,43,20,87,Shah Ghouse,Swiggy,3.6
421,2025-02-05,Mumbai,Veg Biryani,Biryani,Veg,246,606,361,147,Mehfil,Zomato,4.4
422,2025-10-12,Hyderabad,Paneer Biryani,Biryani,Veg,259,522,262,101,Urban Bites,Magicpin,3.7
423,2025-08-04,Bangalore,Uttapam,South Indian,Veg,95,149,54,57,Street Treats,Swiggy,3.9
424,2025-10-10,Bangalore,Pizza Slice,Fast Food,Veg,174,242,68,39,Shah Ghouse,Swiggy,3.7
425,2025-04-13,Mumbai,Chicken Burger,Fast Food,Non-Veg,213,299,86,41,Food Junction,Magicpin,3.8
426,2025-03-20,Mumbai,Vada,South Indian,Veg,25,32,6,25,Spice Hub,Magicpin,3.6
427,2025-09-08,Delhi,Idli,South Indian,Veg,22,43,22,100,Urban Bites,Magicpin,4.5
428,2025-10-24,Bangalore,Idli,South Indian,Veg,59,122,62,105,Street Treats,Magicpin,3.8
429,2025-08-26,Hyderabad,Sandwich,Fast Food,Veg,65,111,46,72,Tasty Corner,Swiggy,4.4
430,2025-04-25,Hyderabad,Veg Puff,Bakery,Veg,37,52,15,42,Mehfil,Magicpin,4.8
431,2025-02-19,Bangalore,Chicken Biryani,Biryani,Non-Veg,262,342,80,30,Food Junction,Swiggy,4.7
432,2025-02-03,Delhi,Veg Biryani,Biryani,Veg,181,381,200,111,Spice Hub,Swiggy,4.3
433,2025-06-05,Hyderabad,Grilled Sandwich,Fast Food,Veg,97,220,122,126,Paradise,Zomato,4.2
434,2025-12-05,Mumbai,Momos,Street Food,Veg,91,145,54,59,Street Treats,Zomato,3.7
435,2025-04-16,Chennai,Manchurian,Street Food,Veg,169,232,63,38,Mehfil,Magicpin,3.6
436,2025-01-21,Delhi,Pizza Slice,Fast Food,Veg,92,167,74,80,Urban Bites,Zomato,4.7
437,2025-09-09,Chennai,Vada,South Indian,Veg,26,42,15,57,Cafe Delight,Magicpin,3.9
438,2025-11-10,Kolkata,Pani Puri,Street Food,Veg,28,52,24,83,Urban Bites,Zomato,3.8
439,2025-09-03,Bangalore,Veg Puff,Bakery,Veg,30,41,11,36,Mehfil,Swiggy,4.4
440,2025-07-31,Bangalore,Veg Pulao,Rice,Veg,126,227,101,80,Urban Bites,Zomato,3.9
441,2025-03-17,Bangalore,Paneer Biryani,Biryani,Veg,172,245,73,42,Food Junction,Zomato,4.6
442,2025-08-12,Bangalore,Masala Dosa,South Indian,Veg,118,282,163,138,Spice Hub,Zomato,4.0
443,2025-08-24,Kolkata,Veg Puff,Bakery,Veg,25,34,10,39,Cafe Delight,Magicpin,4.2
444,2025-07-14,Kolkata,Veg Burger,Fast Food,Veg,101,216,114,113,Shah Ghouse,Swiggy,4.6
445,2025-01-11,Kolkata,French Fries,Fast Food,Veg,97,187,91,94,Pista House,Zomato,4.4
446,2025-09-24,Chennai,Vada,South Indian,Veg,32,41,9,29,Mehfil,Zomato,4.5
447,2025-01-31,Bangalore,Plain Dosa,South Indian,Veg,39,92,53,138,Tasty Corner,Zomato,4.6
448,2025-01-06,Chennai,Uttapam,South Indian,Veg,104,221,117,112,Urban Bites,Zomato,4.8
449,2025-03-08,Hyderabad,Pizza Slice,Fast Food,Veg,94,206,112,119,Cafe Delight,Swiggy,4.6
450,2025-12-27,Mumbai,Chicken Biryani,Biryani,Non-Veg,186,365,180,97,Paradise,Zomato,4.7
451,2025-06-02,Kolkata,Paneer Biryani,Biryani,Veg,181,406,225,124,Urban Bites,Swiggy,4.6
452,2025-12-25,Delhi,Chicken Biryani,Biryani,Non-Veg,260,450,191,73,Shah Ghouse,Magicpin,3.6
453,2025-11-03,Hyderabad,Tea,Beverage,Veg,15,20,5,33,Urban Bites,Swiggy,3.6
454,2025-09-30,Hyderabad,Fried Rice,Rice,Veg,124,166,43,34,Paradise,Swiggy,4.4
455,2025-04-12,Bangalore,Upma,South Indian,Veg,56,90,34,61,Paradise,Swiggy,4.2
456,2025-01-08,Mumbai,French Fries,Fast Food,Veg,117,150,34,29,Pista House,Swiggy,4.2
457,2025-03-14,Hyderabad,Pizza Slice,Fast Food,Veg,84,203,119,142,Food Junction,Zomato,3.9
458,2025-11-12,Delhi,Upma,South Indian,Veg,61,120,59,98,Shah Ghouse,Magicpin,4.5
459,2025-01-15,Mumbai,Fried Rice,Rice,Veg,177,437,260,147,Cafe Delight,Magicpin,3.7
460,2025-06-24,Bangalore,Coffee,Beverage,Veg,42,87,45,105,Urban Bites,Swiggy,4.3
461,2025-12-14,Chennai,Coffee,Beverage,Veg,52,73,22,42,Pista House,Magicpin,4.8
462,2025-07-30,Kolkata,Chicken Fried Rice,Rice,Non-Veg,156,375,219,140,Tasty Corner,Magicpin,3.7
463,2025-07-18,Delhi,Chicken Fried Rice,Rice,Non-Veg,146,300,154,106,Street Treats,Zomato,3.9
464,2025-06-05,Hyderabad,Grilled Sandwich,Fast Food,Veg,102,217,115,112,Shah Ghouse,Swiggy,3.8
465,2025-12-08,Kolkata,Pani Puri,Street Food,Veg,22,48,26,114,Cafe Delight,Zomato,4.0
466,2025-04-20,Chennai,Idli,South Indian,Veg,26,42,16,64,Food Junction,Zomato,3.9
467,2025-12-05,Chennai,Chicken Fried Rice,Rice,Non-Veg,143,236,94,66,Cafe Delight,Magicpin,4.6
468,2025-04-04,Bangalore,Chicken Burger,Fast Food,Non-Veg,210,505,295,140,Urban Bites,Swiggy,4.6
469,2025-05-08,Bangalore,Chicken Biryani,Biryani,Non-Veg,348,636,288,83,Tasty Corner,Zomato,3.5
470,2025-05-09,Delhi,Veg Biryani,Biryani,Veg,233,428,194,83,Urban Bites,Swiggy,3.9
471,2025-08-01,Mumbai,Chicken Burger,Fast Food,Non-Veg,179,405,225,126,Food Junction,Swiggy,3.5
472,2025-11-28,Delhi,Masala Dosa,South Indian,Veg,118,226,108,91,Shah Ghouse,Swiggy,4.5
473,2025-05-08,Delhi,Paneer Biryani,Biryani,Veg,252,422,171,68,Shah Ghouse,Swiggy,4.6
474,2025-11-22,Mumbai,Tea,Beverage,Veg,17,39,22,132,Street Treats,Magicpin,4.6
475,2025-04-04,Bangalore,Noodles,Street Food,Veg,90,203,114,127,Street Treats,Zomato,4.2
476,2025-09-09,Kolkata,Chicken Burger,Fast Food,Non-Veg,110,142,31,28,Tasty Corner,Swiggy,4.6
477,2025-07-28,Kolkata,Fried Rice,Rice,Veg,81,118,37,46,Tasty Corner,Swiggy,4.4
478,2025-05-06,Chennai,Plain Dosa,South Indian,Veg,75,166,91,122,Shah Ghouse,Magicpin,4.1
479,2025-12-21,Chennai,Chicken Burger,Fast Food,Non-Veg,198,421,223,113,Cafe Delight,Swiggy,4.4
480,2025-03-24,Kolkata,Fried Rice,Rice,Veg,108,194,86,80,Cafe Delight,Zomato,4.4
481,2025-11-11,Delhi,Chicken Biryani,Biryani,Non-Veg,261,591,330,127,Tasty Corner,Swiggy,3.7
482,2025-12-27,Hyderabad,Pani Puri,Street Food,Veg,42,62,20,49,Tasty Corner,Swiggy,4.9
483,2025-03-13,Kolkata,Masala Dosa,South Indian,Veg,109,138,29,26,Paradise,Magicpin,4.4
484,2025-06-21,Delhi,Uttapam,South Indian,Veg,116,252,136,118,Pista House,Zomato,3.9
485,2025-05-26,Kolkata,Veg Burger,Fast Food,Veg,143,179,36,26,Mehfil,Zomato,3.6
486,2025-01-30,Hyderabad,Chicken Fried Rice,Rice,Non-Veg,169,306,137,81,Spice Hub,Swiggy,4.1
487,2025-06-20,Hyderabad,Chicken Fried Rice,Rice,Non-Veg,122,244,123,100,Cafe Delight,Magicpin,3.6
488,2025-12-16,Chennai,Chicken Burger,Fast Food,Non-Veg,196,289,93,47,Food Junction,Swiggy,3.9
489,2025-03-28,Kolkata,Veg Pulao,Rice,Veg,138,332,193,139,Paradise,Magicpin,4.1
490,2025-05-23,Hyderabad,Coffee,Beverage,Veg,40,84,44,109,Shah Ghouse,Magicpin,4.5
491,2025-01-14,Kolkata,Veg Puff,Bakery,Veg,28,49,21,73,Paradise,Magicpin,4.6
492,2025-02-22,Kolkata,Plain Dosa,South Indian,Veg,59,78,19,32,Cafe Delight,Magicpin,3.9
493,2025-05-22,Delhi,Chicken Biryani,Biryani,Non-Veg,237,532,294,124,Cafe Delight,Zomato,3.6
494,2025-04-08,Hyderabad,Veg Pulao,Rice,Veg,120,291,171,143,Shah Ghouse,Swiggy,4.7
495,2025-11-02,Hyderabad,Momos,Street Food,Veg,111,207,96,87,Street Treats,Magicpin,4.6
496,2025-08-13,Chennai,Idli,South Indian,Veg,52,125,73,140,Food Junction,Swiggy,4.3
497,2025-03-14,Mumbai,Coffee,Beverage,Veg,22,32,10,48,Shah Ghouse,Magicpin,4.0
498,2025-09-22,Mumbai,Pani Puri,Street Food,Veg,53,104,50,95,Tasty Corner,Zomato,4.5
499,2025-01-12,Hyderabad,Veg Puff,Bakery,Veg,33,79,47,142,Cafe Delight,Zomato,4.7
500,2025-05-30,Delhi,Veg Biryani,Biryani,Veg,172,349,177,103,Cafe Delight,Magicpin,4.6
